MAL_ID,Name,Score,Genres,sypnopsis
24169,Detective Conan: The Fugitive Kogorou Mouri,6.96,"Mystery, Comedy","File 594 that was never animated. To celebrate Detective Conan Movie 18 premiere, it was animated and streamed on NOTTV. This is where Kogorou Mouri is the fugitive."
24171,Mushibugyou OVA,7.08,"Action, Historical, Super Power, Ecchi, Martial Arts, Samurai, Fantasy, Shounen",OVAs bundled with the 15-17th volumes of the Mushibugyou manga.
24175,Nozo x Kimi,6.44,"Comedy, Ecchi, Romance, School, Shounen","Suga Kimio finds himself hiding in the girls locker room, unable to move or escape the situation as the girls in his school crowd in. Although he originally had no ulterior motives, he found himself panicking as he heard the girls coming in and hid in a locker. Komine Nozomi, one of the shy girls in his class finds him, but surprisingly covers for him. Perplexed but glad, Kimio goes home. Later that night, he gets a text from Nozomi who happens to live across the way on the same floor of the complex they both live in. She blackmails him into agreeing to show each other's bodies when she texts him. Kimio has to abide by Nozomi's insane demands or risk ruining his school life so they both start their little peep show through each other's windows... (Source: MangaHelpers)"
24179,Strobe Light,6.08,Music,"usic video for the song ""Strobe Light"" by siinamota."
24181,3-Nen C-Gumi 14-Ban Kubozono Chiyoko no Nyuukaku,5.45,"Music, School","usic video for the song ""3-Nen C-Gumi 14-Ban Kubozono Chiyoko no Nyuukaku"" by siinamota (Shina Mota) from the CD album 'Kokegane no Uta.' Directed by Kenshiro Morii at Studio Moriken."
24197,E no Umakatta Tomodachi,5.48,Music,"usic video for the song ""E no Umakatta Tomodachi"" by pinocchioP. Collaboration with Pentel Inc."
24199,Oosouji,5.44,Music,"usic video for the song ""Oosouji"" by DECO*27."
24201,Rakugaki Picasso,5.59,Music,"usic video for the song ""Rakugaki Picasso"" by 40mP. Collaboration with Pentel Inc."
24211,Orenchi no Furo Jijou,7.0,"Comedy, Fantasy, Josei","On his way home from school, Tatsumi sees a man collapsed near a lake. When he approaches him, Tatsumi notices something strange: the person in need of help is actually a beautiful merman named Wakasa! Because Wakasa's home has become too polluted to live in, Tatsumi graciously offers his bathtub as a refuge. With a boisterous merman as his new roommate, Tatsumi's normal life won't be returning anytime soon, not to mention Wakasa's aquatic friends—Takasu, Mikuni, and Maki—often show up uninvited, making them all quite a handful for the high school student. As he humors their curiosity for human life, Tatsumi sometimes finds himself enjoying their childish antics, but he will have to keep his cool if he intends to keep up with his daily life and newfound friendship."
24227,Nisekoi OVA,7.41,"Comedy, Harem, Romance, School, Shounen","Episodes released on DVDs bundled with the 14th, 16th, and 17th volumes of the Nisekoi manga."
24231,Hitsugi no Chaika: Avenging Battle,7.22,"Action, Adventure, Comedy, Romance, Fantasy","The search for the remains of Emperor Gaz continues. Chaika still in search of knowing who she really is and what her purpose is. Similarly, the Red Chaika continues the search for the rest of Emperor Gaz's remains. The Gillette corporation continues the mission to catch every last Chaika. In their adventure they give a revealing account kept secret by the Emperor, which Chaika, Fredrica, Toru, and Akari decide to uncover. (Source: ANN, edited)"
24237,Surprise 4 U.,Unknown,Sports,"series of shorts by Production I.G and funded by Acer Japan, which focus on five members of the Sunrise Japan group (not to be confused with the animation studio) of prominent female athletes in celebration of the 2012 Olympics: Yamasaki Shizuyo (boxer/comedian), Hamaguchi Kyouko (wrestler), Itou Satsuki (boxer), Urata Satako (beach volleyball player), and Nishibori Takemi (beach volleyball player). (Source: AniDB)"
24257,Heisei no Cinderella: Kiko-sama Monogatari,Unknown,"Historical, Romance",The special is confined to the wedding of Prince Akishino with his chosen Kiko Kawashima.
24259,Mechano: Scientific Attack Force,Unknown,"Comedy, Dementia, Fantasy, Horror, Music, Parody","Three 10-minute videos present a trippy view into the minds of their creators. Brought together by Pierre Taki of Denki Groove, Mechano: Scientific Attack Force features three shorts done in very different styles. The three short films are: ""Plastic Gun Man"" - a 3D Western spoof ""World Meccano Triangle"" - a music video reminiscent of '90s era screensavers ""Haiirogaoka no Soridaijin"" (translated as ""Prime Minister of Gray Hill"") - an anime-style animated video parody of Akira Mochizuki's famous 1977 manga, Yuuhi ga Oka no Souri Daij"
24261,Hitsugi no Chaika OVA,7.02,"Action, Adventure, Comedy, Fantasy",Unaired anime-original OVA bundled with 12th volume of the Hitsugi no Chaika novel.
24269,Chiisana Kyojin Microman: Daigekisen! Microman vs. Saikyou Senshi Gorgon,Unknown,"Action, Adventure, Mecha, Sci-Fi, Shounen, Super Power",No synopsis information has been added to this title. Help improve our database by adding a synopsis here .
24275,Medamayaki no Kimi Itsu Tsubusu?,5.98,"Comedy, Seinen","Based on the same name gourmet manga that focuses on the dining of cuisine. The protagonist Jirou Tamiyamaru is more obssessed with how to eat than most people, and the anime comically depicts how he agonizes over the differences with how others eat. (Source: ANN)"
24277,Yowamushi Pedal: Grande Road,8.12,"Comedy, Drama, Shounen, Sports",Second season of the Yowamushi Pedal series.
24315,PoPo Loouise,5.68,"Kids, Music","usic Video for a song by the Kuricorder Quartet and UA, shown in the NHK's program 'Minna no Uta'."
24321,Hoka Hoka Oden no Uta,5.5,Music,usic video about Japanese oden.
24347,Inazuma Eleven: Chou Jigen Dream Match,6.94,"Sports, Super Power, Shounen",movie featuring a match between fan-voted members of the Inazuma Best Eleven team and the special Battle Eleven team.
24355,Gaia Getter A-kun,Unknown,"Comedy, Kids, Sci-Fi, Space","Far away from our solar system there is a 3rd planet of another called Mangana. A Queen rules it with an iron fist. The first Prince, A-kun, is nothing but naughty kid and so the Queen gives him the task of invading Earth to prove his worth. A-kun comes in tow with his semi-forced attendants and hijinks ensue."
24363,Kitsune to Circus,5.3,"Comedy, Kids","fox steal the world's most valuable diamond and buries it under a tree, believing it to be well-hidden. The next day, a circus arrives and sets up its tent next to the tree, its animals unwittingly digging up the diamond they believe to be just a worthless rock. They soon lose the diamond inside the circus and the desperate fox attempts to retrieve the stolen diamond before the other animals realise what they have. (Source: AniDB)"
24365,Tonari no Seki-kun Specials,7.47,"Comedy, School, Seinen",Two unaired episodes included in the DVD Set release of Tonari no Seki-kun series. #1. Field Trip (Rinkan Gakkou) (first volume) #2. Snow Playing (Yuki Asobi) (second volume)
24371,Mobile Suit Gundam Unicorn: Episode EX - 100 Years of Solitude,6.71,"Drama, Mecha, Military","cap of Mobile Suit Gundam, Mobile Suit Zeta Gundam, Mobile Suit Gundam ZZ and Mobile Suit Gundam: Char's Counterattack focusing on Newtype and Zeonism ideals told before UC episode 7. Included as a bonus on a Volume 7 Blu-ray release of the Mobile Suit Gundam Unicorn OVA."
24373,Bakabon Osomatsu no Karee wo Tazunete Sansenri,Unknown,Comedy,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .
24403,Nyanpuku Nyaruma,Unknown,Comedy,Follows twin cats who wish to make others happy and their strange friends.
24405,World Trigger,7.58,"Action, Sci-Fi, Supernatural, School, Shounen","hen a gate to another world suddenly opens on Earth, Mikado City is invaded by strange creatures known as ""Neighbors,"" malicious beings impervious to traditional weaponry. In response to their arrival, an organization called the Border Defense Agency has been established to combat the Neighbor menace through special weapons called ""Triggers."" Even though several years have passed after the gate first opened, Neighbors are still a threat and members of Border remain on guard to ensure the safety of the planet. Despite this delicate situation, members-in-training, such as Osamu Mikumo, are not permitted to use their Triggers outside of headquarters. But when the mysterious new student in his class is dragged into a forbidden area by bullies, they are attacked by Neighbors, and Osamu has no choice but to do what he believes is right. Much to his surprise, however, the transfer student Yuuma Kuga makes short work of the aliens, revealing that he is a humanoid Neighbor in disguise."
24415,Kuroko no Basket 3rd Season,8.34,"Comedy, Sports, School, Shounen","Following their triumph against Yousen High, Seirin's basketball team has reached the semifinals of the Winter Cup along with Kaijou, Rakuzan, and Shuutoku. Each of these teams possesses a member of the Generation of Miracles, and Seirin prepares to face the largest obstacles on their path to winning the Winter Cup. In the final season of Kuroko no Basket , Kuroko goes head-to-head with his old teammates once more as he attempts to show them that individual skill is not the only way to play basketball. His firm belief that his form of basketball, team play, is the right way to play the sport will clash with the talents of a perfect copy and an absolute authority. While Kuroko tries to prove that his basketball is ""right,"" he and the rest of Seirin High ultimately have one goal: to win the Winter Cup and overcome the strength of the Generation of Miracles, who have long dominated the scene of middle and high school basketball."
24417,Maido! Urayasu Tekkin Kazoku,6.21,"Comedy, Shounen",Sequel to the Urayasu Tekkin Kazoku anime and adaptation of the manga of the same name. The series follows an energetic grade-schooler and his friends as they get into mischief.
24429,Daze,7.23,Music,"daze is the opening theme of Mekakucity Actors performed by MARiA from GARNiDELiA. The song was composed by Shizen no Teki-P (a.k.a. Jin) and a PV for the anime was illustrated and directed by Shidu. The full song was released on May 29, 2014 by Jin. (Source: Kagerou Project Wikia)"
24437,World Fool News,5.55,"Comedy, Slice of Life","Takahashi is transferred to a main anchor of a news program, which is known for being a little...weird. This is a comedy about somewhat ridiculous happenings occurring at a broadcasting station. (Source: YouTube)"
24439,Kekkai Sensen,7.65,"Action, Comedy, Super Power, Supernatural, Vampire, Fantasy, Shounen","Supersonic monkeys, vampires, talking fishmen, and all sorts of different supernatural monsters living alongside humans—this has been part of daily life in Hellsalem's Lot, formerly known as New York City, for some time now. When a gateway between Earth and the Beyond opened three years ago, New Yorkers and creatures from the other dimension alike were trapped in an impenetrable bubble and were forced to live together. Libra is a secret organization composed of eccentrics and superhumans, tasked with keeping order in the city and making sure that chaos doesn't spread to the rest of the world. Pursuing photography as a hobby, Leonardo Watch is living a normal life with his parents and sister. But when he obtains the ""All-seeing Eyes of the Gods"" at the expense of his sister's eyesight, he goes to Hellsalem's Lot in order to help her by finding answers about the mysterious powers he received. He soon runs into Libra, and when Leo unexpectedly joins their ranks, he gets more than what he bargained for. Kekkai Sensen follows Leo's misadventures in the strangest place on Earth with his equally strange comrades—as the ordinary boy unwittingly sees his life take a turn for the extraordinary."
